customer_id,annual_income,employment_years,credit_score,existing_loans,loan_amount,loan_tenure_months,monthly_expenses,employment_type,education_level,loan_purpose,property_ownership,loan_approved
CUST0335,1456647,1,493,3,143608,60,88958,Government,Master,Business,0,0
CUST0336,668011,7,489,2,2707001,60,17594,Government,PhD,Personal,1,1
CUST0337,1402471,6,729,2,3329692,12,72687,Salaried,PhD,Education,0,1
CUST0338,496205,9,784,1,336539,60,28179,Salaried,High School,Personal,1,1
CUST0339,281376,6,617,0,1641620,48,15938,Salaried,High School,Business,0,0
CUST0340,2094142,7,848,4,2103790,24,129668,Salaried,Bachelor,Personal,0,1
CUST0341,1510228,11,813,4,3099307,60,83630,Self-Employed,Bachelor,Vehicle,0,1
CUST0342,338056,2,696,0,4572781,24,21520,Government,Master,Home,0,1
CUST0343,814457,11,723,1,2614113,120,31650,Salaried,High School,Home,1,1
CUST0344,642785,13,751,0,4744059,48,29546,Government,PhD,Education,0,1
CUST0345,1856273,16,831,0,2851818,60,47495,Self-Employed,Bachelor,Home,1,1
CUST0346,2163167,0,734,4,4095721,12,54706,Salaried,Master,Business,1,1
CUST0347,1728229,7,695,1,1913032,12,60497,Salaried,Bachelor,Business,1,1
CUST0348,1158080,0,733,2,4994614,120,33816,Government,Bachelor,Personal,1,1
CUST0349,922488,0,722,4,3139809,24,33063,Government,PhD,Education,1,1
CUST0350,2218540,8,753,2,2274344,84,71829,Self-Employed,Bachelor,Vehicle,1,1
CUST0351,862568,6,554,1,1428148,12,22589,Salaried,Master,Personal,1,1
CUST0352,901384,9,705,0,3094410,12,56685,Salaried,PhD,Personal,0,1
CUST0353,699777,10,716,3,4706480,12,17734,Salaried,Master,Home,1,1
CUST0354,1162469,14,674,3,4112118,48,64714,Self-Employed,Bachelor,Business,1,1
CUST0355,216321,8,742,1,288826,12,6779,Government,High School,Education,1,1
CUST0356,336498,22,833,3,1767354,36,21202,Salaried,High School,Education,1,1
CUST0357,2118762,9,691,2,800782,60,131786,Government,Bachelor,Education,1,1
CUST0358,574583,17,735,3,3951407,120,30019,Self-Employed,High School,Vehicle,0,0
CUST0359,1280500,0,808,1,531809,12,67878,Self-Employed,Bachelor,Business,1,1
CUST0360,1756590,14,692,1,1284832,84,44305,Business,Bachelor,Business,1,1
CUST0361,1579872,7,608,2,1868182,84,104328,Salaried,Bachelor,Personal,0,0
CUST0362,1256299,0,729,3,4417209,12,77358,Business,Bachelor,Home,1,1
CUST0363,2141977,10,503,3,443781,12,133436,Salaried,High School,Business,1,0
CUST0364,844468,6,496,0,2056260,36,44307,Salaried,High School,Vehicle,1,1
CUST0365,2485938,10,706,4,3208562,12,97861,Government,Master,Home,1,1
CUST0366,2118904,13,492,1,2739290,12,131870,Business,Bachelor,Business,0,0
CUST0367,1208400,0,574,0,87180,60,44887,Self-Employed,Bachelor,Home,1,0
CUST0368,1060112,13,649,1,683976,84,51358,Self-Employed,Bachelor,Personal,1,0
CUST0369,538690,8,622,0,3993855,36,15705,Government,Master,Education,0,1
CUST0370,259973,14,668,4,2301347,84,16486,Government,Bachelor,Education,0,0
CUST0371,814122,6,769,0,4842030,36,25128,Salaried,Bachelor,Business,1,1
CUST0372,2222823,5,699,1,4880083,84,76399,Government,PhD,Home,0,1
CUST0373,1228173,8,612,3,2669893,12,59266,Self-Employed,Master,Home,1,0
CUST0374,1682025,8,788,1,3841860,84,95601,Self-Employed,Bachelor,Education,0,1
CUST0375,2092584,4,565,2,407054,84,106316,Salaried,Bachelor,Education,1,0
CUST0376,1775476,5,697,2,2552656,36,61559,Self-Employed,High School,Business,1,1
CUST0377,405049,1,556,2,1931986,120,10142,Business,Bachelor,Business,0,0
CUST0378,1497191,5,700,2,1039924,24,84663,Self-Employed,PhD,Business,1,1
CUST0379,2443855,11,654,4,2015629,36,161417,Business,Bachelor,Vehicle,1,1
CUST0380,2274529,7,766,3,2878607,36,133620,Salaried,PhD,Education,1,1
CUST0381,927419,13,737,3,1153248,36,40968,Government,Bachelor,Home,1,1
CUST0382,1259924,7,633,1,1684685,48,78943,Government,PhD,Vehicle,1,1
CUST0383,1424380,0,617,0,4313528,120,59933,Self-Employed,Bachelor,Personal,1,0
CUST0384,2016185,10,654,1,1079922,48,94503,Self-Employed,High School,Home,1,1
CUST0385,2412984,4,830,1,284745,48,108295,Self-Employed,Bachelor,Education,1,1
CUST0386,1523499,6,809,1,3633650,36,66502,Government,Bachelor,Business,0,1
CUST0387,1834753,14,602,1,3848570,24,105130,Government,High School,Business,1,1
CUST0388,1282127,2,744,3,2413319,36,60194,Salaried,Master,Vehicle,1,1
CUST0389,584772,8,541,0,1868222,12,22336,Government,Bachelor,Home,0,1
CUST0390,1895499,7,644,1,2885148,24,67776,Salaried,Master,Vehicle,0,1
CUST0391,751107,11,605,3,613506,48,19959,Salaried,Bachelor,Home,0,0
CUST0392,2255406,12,765,1,565729,84,111191,Government,High School,Business,0,1
CUST0393,1188559,9,576,2,2962044,84,41102,Salaried,PhD,Vehicle,0,1
CUST0394,2266213,6,714,1,2133805,120,70642,Government,Bachelor,Business,0,1
CUST0395,1681681,10,680,1,3163192,60,87855,Salaried,Bachelor,Home,1,1
CUST0396,2093722,14,665,4,404182,120,111770,Salaried,Bachelor,Personal,0,1
CUST0397,728884,7,813,2,2690955,24,41065,Self-Employed,Bachelor,Personal,0,1
CUST0398,2179254,6,820,0,3618935,48,100207,Salaried,PhD,Vehicle,0,1
CUST0399,1030538,9,668,1,2548002,24,64153,Government,Master,Education,0,1
CUST0400,1167471,8,652,0,2092532,24,74734,Salaried,Bachelor,Home,0,1
CUST0401,239182,1,559,2,2966585,84,14025,Salaried,Master,Personal,1,0
CUST0402,1546808,9,679,1,1624255,36,79634,Salaried,High School,Business,1,1
CUST0403,1881667,1,836,4,3829404,12,70854,Salaried,Bachelor,Personal,1,1
CUST0404,1368554,9,669,3,4533562,60,90264,Government,PhD,Education,1,1
CUST0405,1003346,4,738,4,2819785,48,36544,Salaried,Bachelor,Education,0,1
CUST0406,438517,8,568,4,3564078,24,14665,Self-Employed,Master,Personal,0,0
CUST0407,1135154,9,645,3,3765663,60,49291,Business,Master,Business,0,0
CUST0408,1537133,20,716,3,3671609,24,42068,Self-Employed,Master,Home,1,1
CUST0409,2414236,11,688,3,2714119,84,158785,Government,PhD,Home,0,1
CUST0410,885475,14,745,1,1361147,12,43847,Salaried,Bachelor,Business,1,1
CUST0411,928013,17,631,0,2147951,84,44736,Salaried,High School,Home,0,1
CUST0412,1432078,10,540,0,1586201,60,74933,Government,Bachelor,Business,0,1
CUST0413,324539,9,769,3,1629889,48,14834,Government,Master,Education,1,1
CUST0414,604226,2,605,4,588769,24,15912,Self-Employed,Bachelor,Vehicle,1,0
CUST0415,1598897,7,720,2,337555,12,80765,Self-Employed,High School,Education,1,1
CUST0416,2289441,4,716,3,1850830,84,125554,Salaried,Bachelor,Personal,1,1
CUST0417,880336,5,546,4,3825944,60,37295,Salaried,PhD,Home,1,1
CUST0418,878956,17,763,4,2794454,84,49708,Government,Master,Business,1,1
CUST0419,2169251,8,634,1,458177,24,74748,Self-Employed,Bachelor,Home,1,1
CUST0420,266365,3,684,1,4758415,24,9114,Self-Employed,High School,Vehicle,0,0
CUST0421,2264298,14,651,0,3247418,48,71836,Government,Bachelor,Personal,1,1
CUST0422,934950,12,809,0,4821462,12,37865,Salaried,High School,Vehicle,1,1
CUST0423,2129022,13,787,2,3171192,36,128363,Salaried,High School,Business,0,1
CUST0424,355211,0,535,2,2838647,84,21133,Government,PhD,Business,1,0
CUST0425,243646,17,860,2,1620497,24,9977,Government,PhD,Vehicle,1,1
CUST0426,445798,5,625,2,784158,60,22087,Self-Employed,High School,Personal,1,0
CUST0427,1710814,11,848,4,2742205,84,94152,Salaried,High School,Personal,0,1
CUST0428,2033751,20,659,4,855231,48,71283,Salaried,Bachelor,Education,1,1
CUST0429,2063376,18,652,0,1472771,48,66040,Self-Employed,Bachelor,Personal,1,1
CUST0430,335683,3,660,1,3219283,24,21988,Salaried,Bachelor,Home,1,1
CUST0431,812259,0,647,1,2529129,24,41207,Government,Bachelor,Home,0,0
CUST0432,716437,15,881,3,905434,24,47207,Business,Bachelor,Home,1,1
CUST0433,1590822,8,673,4,358697,120,62158,Government,Master,Home,0,1
CUST0434,1549909,5,655,2,3460960,36,84149,Salaried,Master,Vehicle,1,1
CUST0435,1991840,11,686,2,3765799,24,68270,Government,Bachelor,Personal,0,1
CUST0436,2167755,7,602,3,4769707,84,77786,Salaried,Bachelor,Vehicle,1,0
CUST0437,2086039,11,807,1,4967790,84,96644,Salaried,PhD,Business,1,1
CUST0438,746956,8,562,2,122908,120,28621,Salaried,PhD,Business,0,0
CUST0439,1635465,11,630,1,1691973,120,52309,Salaried,High School,Vehicle,0,0
CUST0440,1174170,3,754,3,4615391,12,42215,Business,Bachelor,Education,0,1
CUST0441,391830,15,683,1,4253726,60,10379,Salaried,Bachelor,Vehicle,0,1
CUST0442,1425077,11,723,1,892606,24,77454,Salaried,High School,Vehicle,0,1
CUST0443,2442292,11,802,1,3921549,84,111136,Business,Bachelor,Vehicle,1,1
CUST0444,1972725,2,760,2,500415,120,57064,Salaried,Bachelor,Business,1,1
CUST0445,741672,16,690,0,3749446,84,23847,Government,Bachelor,Personal,1,1
CUST0446,701998,7,847,4,4273138,84,20549,Salaried,Bachelor,Home,1,1
CUST0447,1987992,11,629,1,598723,120,100442,Salaried,Bachelor,Education,0,1
CUST0448,255388,6,671,1,3282940,36,7387,Business,PhD,Vehicle,0,1
CUST0449,1955767,9,677,1,1678661,120,110360,Salaried,Bachelor,Business,0,1
CUST0450,1262660,9,671,0,2583922,120,32645,Self-Employed,Master,Personal,1,1
CUST0451,1480035,0,594,3,4823147,60,52379,Salaried,High School,Education,1,0
CUST0452,1863505,10,553,2,135350,120,115744,Salaried,High School,Education,0,1
CUST0453,2382263,17,713,0,4259020,48,130878,Salaried,Bachelor,Personal,0,1
CUST0454,1677618,10,629,1,1158837,120,47040,Salaried,High School,Business,1,1
CUST0455,2440134,3,832,0,995032,84,144489,Salaried,High School,Business,1,1
CUST0456,414386,11,674,0,2935579,24,18872,Government,High School,Education,1,1
CUST0457,1425129,13,659,0,742019,84,85910,Self-Employed,Bachelor,Home,0,1
CUST0458,681174,10,767,3,3694393,60,34079,Salaried,Master,Vehicle,1,1
CUST0459,375246,7,712,4,1490352,48,20041,Salaried,Bachelor,Home,1,1
CUST0460,691083,6,665,2,1959042,120,45885,Business,Master,Personal,1,1
CUST0461,2294785,6,628,3,1927330,36,79584,Business,High School,Vehicle,1,0
CUST0462,1192384,11,900,3,1762460,12,60808,Government,Bachelor,Home,1,1
CUST0463,1046964,0,708,4,605134,120,46254,Government,Bachelor,Vehicle,0,0
CUST0464,229104,6,766,3,4197036,24,6104,Salaried,Master,Business,0,1
CUST0465,1043663,15,598,0,4974824,12,26720,Salaried,PhD,Home,1,1
CUST0466,1768878,16,633,0,2370886,36,53009,Self-Employed,PhD,Home,1,1
CUST0467,744678,0,848,1,1098278,60,38757,Self-Employed,High School,Education,1,1
CUST0468,1320234,2,791,3,173182,60,64205,Self-Employed,Master,Vehicle,1,1
CUST0469,2335145,6,716,1,4292895,36,112226,Salaried,High School,Business,0,1
CUST0470,385768,12,649,2,3493749,84,10156,Business,PhD,Business,1,0
CUST0471,1386861,0,661,0,134106,36,61790,Government,Bachelor,Vehicle,0,1
CUST0472,951148,7,625,2,1700882,120,60422,Salaried,Bachelor,Vehicle,1,1
CUST0473,922296,5,587,4,2509150,24,38336,Government,High School,Business,1,0
CUST0474,2245153,14,753,0,2075216,48,114589,Salaried,High School,Vehicle,1,1
CUST0475,722015,0,723,2,214486,120,41510,Salaried,Master,Education,0,1
CUST0476,1757222,8,738,4,1743696,120,101327,Salaried,PhD,Personal,1,1
CUST0477,437681,6,653,2,2881455,120,20411,Salaried,Bachelor,Business,1,1
CUST0478,274018,15,700,4,3896556,12,16646,Salaried,Master,Vehicle,0,0
CUST0479,1615177,10,645,4,785062,12,66718,Government,Master,Business,1,1
CUST0480,2178197,5,621,0,777468,60,135111,Salaried,Bachelor,Home,1,1
CUST0481,2234780,12,813,1,2114618,120,78238,Self-Employed,High School,Business,1,1
CUST0482,409104,6,689,4,4336812,84,15004,Salaried,High School,Education,1,1
CUST0483,1022186,12,720,4,3504707,60,27817,Salaried,Bachelor,Vehicle,0,1
CUST0484,373510,6,746,0,2865845,24,21719,Government,Bachelor,Business,1,1
CUST0485,1338423,13,690,1,3046038,36,56718,Self-Employed,High School,Vehicle,1,1
CUST0486,2175451,10,699,3,4922587,12,75154,Business,High School,Vehicle,0,1
CUST0487,1673293,24,593,3,3126511,120,57992,Business,High School,Vehicle,0,0
CUST0488,1524613,7,608,1,1952453,24,95377,Salaried,PhD,Home,0,1
CUST0489,1304905,9,604,2,4104066,60,77963,Salaried,High School,Personal,0,0
CUST0490,1259583,5,728,0,3918707,60,60540,Government,Bachelor,Vehicle,1,1
CUST0491,874892,8,685,1,2848658,12,44331,Business,Bachelor,Vehicle,1,1
CUST0492,1544973,0,608,3,1474241,60,69158,Self-Employed,Bachelor,Education,1,0
CUST0493,1240899,10,726,4,952810,84,51273,Government,High School,Business,0,1
CUST0494,384451,14,723,3,4509118,60,24276,Government,Bachelor,Home,1,1
CUST0495,2160290,9,624,4,3764528,48,65313,Salaried,High School,Business,1,0
CUST0496,735655,1,677,0,4430268,36,31217,Self-Employed,Bachelor,Home,1,1
CUST0497,583322,3,723,4,3745611,60,22957,Government,High School,Business,1,1
CUST0498,2345160,0,611,1,1096094,48,107305,Self-Employed,Bachelor,Business,1,0
CUST0499,557539,12,725,4,3442389,24,24569,Salaried,Master,Education,1,1
CUST0500,296492,2,704,2,3466502,60,13822,Salaried,Bachelor,Business,0,0
CUST0501,2349392,7,600,1,804108,84,72431,Salaried,Bachelor,Personal,1,1
CUST0502,1166753,7,697,0,782878,24,54115,Salaried,Bachelor,Home,1,1
CUST0503,1527098,15,709,1,3269919,120,53602,Business,Master,Vehicle,1,1
CUST0504,2412479,8,629,2,1051622,60,78840,Salaried,Bachelor,Home,1,1
CUST0505,1022981,12,636,0,3296319,12,28338,Salaried,Master,Home,0,1
CUST0506,345575,10,599,3,1686617,48,19620,Salaried,Master,Home,1,0
CUST0507,2270545,14,644,2,3780536,48,97202,Self-Employed,Bachelor,Vehicle,1,0
CUST0508,2088802,6,679,0,2413304,12,106758,Self-Employed,Bachelor,Education,1,1
CUST0509,1728075,17,636,4,2516704,36,95590,Salaried,Bachelor,Personal,0,0
CUST0510,673948,0,561,1,2409792,120,35924,Salaried,High School,Business,1,0
CUST0511,893936,12,624,0,411911,84,39873,Salaried,High School,Home,1,1
CUST0512,1740354,3,646,1,1096251,48,71637,Self-Employed,High School,Vehicle,1,0
CUST0513,960641,5,745,4,335356,24,39064,Salaried,High School,Home,0,1
CUST0514,451830,10,727,0,1574205,84,23345,Business,Bachelor,Vehicle,0,1
CUST0515,1734205,10,746,3,3053337,48,79108,Self-Employed,Master,Home,1,1
CUST0516,1884597,11,620,2,1218694,120,113792,Salaried,Bachelor,Education,0,0
CUST0517,2319980,1,691,0,166481,36,142553,Government,PhD,Vehicle,1,1
CUST0518,1015036,15,486,4,4312563,120,32589,Salaried,PhD,Personal,1,1
CUST0519,1460617,3,714,0,3325654,24,44806,Self-Employed,PhD,Education,1,1
CUST0520,934296,4,728,1,3724777,120,47898,Salaried,Master,Vehicle,1,1
CUST0521,2402134,11,651,0,2163527,84,90202,Self-Employed,Bachelor,Home,0,1
CUST0522,1485487,6,703,3,1260213,24,38286,Government,High School,Vehicle,1,1
CUST0523,1297195,9,558,0,2249806,12,80460,Business,Bachelor,Vehicle,1,1
CUST0524,488623,0,615,2,4445102,60,16835,Salaried,Bachelor,Home,1,0
CUST0525,2448115,9,741,0,2292019,12,155993,Salaried,Master,Education,1,1
CUST0526,1370402,9,720,1,2112044,84,75225,Self-Employed,PhD,Home,1,1
CUST0527,1983919,5,647,0,362051,60,112641,Business,Bachelor,Education,0,0
CUST0528,1327116,0,744,3,2841004,12,44318,Business,Bachelor,Home,1,0
CUST0529,2464146,6,691,4,3347334,60,85649,Salaried,High School,Business,1,1
CUST0530,490375,7,639,0,3618125,48,22910,Salaried,High School,Personal,1,1
CUST0531,2306453,6,665,0,2691436,120,74200,Self-Employed,Bachelor,Home,1,1
CUST0532,1451300,0,643,2,1826025,24,54752,Salaried,Bachelor,Business,0,0
CUST0533,1224327,15,585,3,1204258,60,47007,Salaried,Master,Business,1,1
CUST0534,373783,4,780,4,2492905,48,11830,Salaried,Bachelor,Personal,1,0
CUST0535,2295904,6,634,1,1040170,120,77025,Self-Employed,PhD,Business,0,1
CUST0536,1195416,0,613,0,1783341,120,69162,Business,Bachelor,Business,1,0
CUST0537,2113460,15,557,4,1462210,36,67559,Business,Master,Business,0,0
CUST0538,848755,5,469,1,3213257,12,22225,Salaried,High School,Home,1,1
CUST0539,2494181,8,736,3,2724986,36,127759,Self-Employed,Master,Home,0,1
CUST0540,1087669,13,743,3,3465814,84,71422,Government,Master,Education,1,1
CUST0541,1284849,4,775,4,2000256,48,49852,Salaried,High School,Home,0,1
CUST0542,1844742,12,668,1,2853528,36,55238,Self-Employed,High School,Business,1,1
CUST0543,2019903,0,654,3,3458168,36,98502,Salaried,PhD,Education,1,1
CUST0544,557844,10,639,4,4304284,120,35012,Salaried,High School,Business,0,0
CUST0545,190699,15,646,3,893214,48,10997,Salaried,Bachelor,Home,1,0
CUST0546,714003,5,769,3,215301,120,36369,Salaried,Bachelor,Personal,0,1
CUST0547,298413,13,677,3,4864974,24,11377,Self-Employed,Master,Personal,1,0
CUST0548,2162243,17,710,2,1152020,60,102875,Salaried,Master,Home,1,1
CUST0549,1872128,6,644,1,347180,84,53920,Salaried,Bachelor,Education,1,1
CUST0550,1972113,6,785,4,3455914,84,105092,Salaried,Bachelor,Business,1,1
CUST0551,395400,3,527,4,4227927,12,21830,Government,PhD,Home,0,0
CUST0552,2045690,5,582,1,4926831,120,133398,Self-Employed,Master,Education,0,0
CUST0553,572136,3,710,1,1717391,60,20511,Self-Employed,Master,Home,1,1
CUST0554,569954,3,820,1,3279065,12,14687,Self-Employed,Bachelor,Personal,0,1
CUST0555,2315219,13,661,1,3509340,84,110513,Salaried,Bachelor,Personal,1,1
CUST0556,1926621,4,612,0,3268622,60,104903,Salaried,Bachelor,Business,0,0
CUST0557,198073,9,760,4,4690604,36,11475,Government,Master,Business,1,1
CUST0558,216035,8,705,0,637426,24,7144,Salaried,High School,Personal,0,1
CUST0559,1424625,15,783,3,3480460,36,51153,Salaried,Bachelor,Personal,1,1
CUST0560,413782,5,576,3,3190380,24,19182,Government,High School,Personal,0,0
CUST0561,2098370,9,776,4,1181614,120,81364,Salaried,Bachelor,Home,0,1
CUST0562,794805,11,556,3,2106744,48,48367,Salaried,Master,Home,1,0
CUST0563,1763246,15,656,1,2516507,12,78887,Self-Employed,High School,Vehicle,0,1
CUST0564,906331,5,713,0,1716561,12,52853,Salaried,Master,Business,1,1
CUST0565,1974291,4,694,1,826385,48,97120,Government,PhD,Home,1,1
CUST0566,2339081,2,764,3,1954514,60,133823,Self-Employed,Bachelor,Home,0,1
CUST0567,937771,19,533,0,2347167,48,36443,Self-Employed,Master,Personal,1,1
CUST0568,847689,14,691,1,1126419,120,50558,Government,PhD,Personal,1,1
CUST0569,467313,7,775,4,1056840,84,17029,Salaried,PhD,Education,1,1
CUST0570,267468,17,684,1,1031489,48,12772,Salaried,Bachelor,Personal,1,1
CUST0571,2223037,7,588,3,4193315,24,75398,Salaried,High School,Business,1,0
CUST0572,371703,11,760,0,4609512,84,16657,Salaried,High School,Vehicle,0,1
CUST0573,1273609,8,628,4,3322145,48,48724,Business,Master,Education,0,0
CUST0574,1302437,9,614,0,269356,12,47034,Government,Master,Home,1,1
CUST0575,473894,9,603,4,3581024,36,30941,Salaried,Master,Education,1,0
CUST0576,1793325,5,664,0,3045353,24,56794,Salaried,Bachelor,Business,0,1
CUST0577,1306798,13,694,3,1725255,120,75539,Salaried,High School,Business,1,1
CUST0578,2039234,11,578,4,534600,24,134603,Salaried,Bachelor,Home,1,1
CUST0579,2202234,13,594,2,1545318,60,56882,Salaried,Bachelor,Personal,0,0
CUST0580,1883377,9,624,0,1958151,36,101939,Self-Employed,Master,Home,0,1
CUST0581,1432557,3,603,0,2967167,24,50910,Government,Bachelor,Home,1,1
CUST0582,284211,16,682,1,3339363,48,7584,Government,Bachelor,Business,0,1
CUST0583,1670687,6,708,4,2407761,24,69813,Salaried,Bachelor,Business,0,1
CUST0584,667689,9,697,2,696231,24,42710,Salaried,Bachelor,Education,0,1
CUST0585,1103160,11,698,3,819822,24,28119,Self-Employed,Bachelor,Vehicle,1,1
CUST0586,1258560,9,813,1,2836202,60,62292,Government,High School,Business,1,1
CUST0587,2439776,12,713,2,4259229,24,111965,Government,Bachelor,Business,0,1
CUST0588,873045,13,742,4,3937875,24,53597,Business,High School,Vehicle,0,1
CUST0589,1171469,6,646,2,1699379,60,33386,Self-Employed,High School,Home,1,1
CUST0590,325788,16,755,0,2346482,84,17396,Self-Employed,Master,Business,1,1
CUST0591,818387,6,643,0,2807867,36,43651,Salaried,Bachelor,Personal,1,1
CUST0592,1148616,9,712,1,4993999,120,60736,Self-Employed,Master,Home,1,1
CUST0593,203429,6,570,4,3296582,84,13073,Salaried,Master,Education,1,0
CUST0594,1430956,4,693,4,2442001,12,84848,Salaried,Bachelor,Personal,0,0
CUST0595,1670036,13,601,2,2322133,60,44671,Self-Employed,PhD,Education,1,1
CUST0596,1989377,23,754,1,2366830,60,88782,Salaried,High School,Business,1,1
CUST0597,1245923,6,750,4,2275653,24,51807,Salaried,Master,Personal,1,1
CUST0598,1900856,14,642,0,1283387,24,72085,Salaried,PhD,Home,1,1
CUST0599,736110,6,843,2,4855865,120,32245,Salaried,Master,Home,0,1
CUST0600,1144163,7,657,3,100818,12,46919,Salaried,High School,Personal,0,1
CUST0601,1710891,16,551,0,2299119,24,73592,Salaried,Bachelor,Personal,1,1
CUST0602,187967,2,617,1,2501603,48,12368,Salaried,High School,Business,1,0
CUST0603,1437100,1,596,4,1547116,24,41234,Salaried,Bachelor,Business,1,0
CUST0604,1393261,7,710,0,4362946,24,88369,Business,Master,Vehicle,1,1
CUST0605,732467,11,581,3,2956273,48,32968,Salaried,Bachelor,Vehicle,0,0
CUST0606,431537,10,636,3,245428,12,22003,Salaried,Bachelor,Home,0,0
CUST0607,1936124,9,705,1,3944099,48,115375,Self-Employed,Master,Home,1,1
CUST0608,1021531,8,691,0,4645772,60,40880,Government,Bachelor,Business,0,1
CUST0609,1044645,11,678,2,4339991,48,44851,Self-Employed,Master,Personal,1,1
CUST0610,1608127,0,690,0,3857114,36,67643,Salaried,Master,Personal,0,1
CUST0611,1115772,4,650,3,4031048,60,45315,Self-Employed,High School,Personal,1,1
CUST0612,651082,7,551,1,3340633,24,41385,Government,Bachelor,Personal,1,1
CUST0613,2101277,11,648,1,1232618,120,125107,Government,Bachelor,Business,1,1
CUST0614,240545,15,717,2,1721179,60,7106,Self-Employed,Bachelor,Education,0,0
CUST0615,2276594,3,669,1,145494,12,67171,Government,PhD,Vehicle,1,1
CUST0616,1795777,15,711,1,3047439,12,76909,Government,Master,Vehicle,1,1
CUST0617,1153181,5,633,1,3278409,48,33569,Self-Employed,Bachelor,Business,1,1
CUST0618,1671633,7,759,1,4948841,60,84911,Salaried,Bachelor,Home,0,1
CUST0619,881692,10,475,1,3064130,24,27321,Self-Employed,Bachelor,Personal,0,0
CUST0620,1713854,6,691,3,4961165,12,80149,Government,Bachelor,Business,0,1
CUST0621,2241774,13,787,0,4797492,84,56718,Salaried,High School,Education,0,1
CUST0622,1384680,5,799,4,2161278,24,52883,Business,Bachelor,Business,1,1
CUST0623,1945524,6,661,1,3938832,84,103533,Salaried,High School,Vehicle,1,1
CUST0624,1430632,13,573,4,4585751,36,64619,Self-Employed,Bachelor,Home,0,0
CUST0625,2196411,4,789,4,266651,84,144438,Government,Bachelor,Vehicle,0,1
CUST0626,2155154,9,675,3,1590856,12,132371,Salaried,PhD,Home,0,1
CUST0627,317478,0,667,1,3504520,48,12686,Self-Employed,Master,Home,1,0
CUST0628,1089711,17,608,4,655502,36,29308,Salaried,Bachelor,Education,1,1
CUST0629,1799715,14,580,1,2585244,60,108404,Salaried,High School,Vehicle,1,1
CUST0630,1807687,21,725,2,1610155,24,113826,Salaried,Bachelor,Personal,1,1
CUST0631,2300464,14,733,2,4991824,12,136170,Salaried,Bachelor,Vehicle,1,1
CUST0632,1140612,2,696,2,4090114,36,34596,Salaried,Bachelor,Personal,0,1
CUST0633,607387,11,618,4,1661589,36,40439,Business,Master,Home,0,0
CUST0634,2113731,3,594,2,518163,12,75617,Business,Bachelor,Home,1,0
CUST0635,1724613,15,565,3,889812,60,95155,Salaried,Bachelor,Business,1,0
CUST0636,1477638,2,635,3,820008,60,92847,Government,Bachelor,Home,0,0
CUST0637,615684,2,599,4,4548907,48,21438,Salaried,PhD,Vehicle,0,0
CUST0638,2334174,0,543,1,3050102,120,146689,Salaried,PhD,Vehicle,0,0
CUST0639,1410844,5,732,0,3981926,84,53464,Salaried,Bachelor,Personal,1,1
CUST0640,669626,4,574,1,1094654,60,43983,Business,Bachelor,Home,1,0
CUST0641,468859,1,758,1,2428772,48,17216,Business,Bachelor,Business,1,1
CUST0642,994037,17,711,1,3526452,84,64340,Salaried,High School,Business,0,1
CUST0643,1852717,10,703,1,3447559,36,50451,Salaried,Bachelor,Home,0,1
CUST0644,735462,10,813,0,398737,12,40121,Salaried,Bachelor,Business,0,1
CUST0645,1107460,15,577,2,2871562,60,52240,Self-Employed,High School,Education,1,0
CUST0646,1726236,9,749,1,1499299,48,77527,Self-Employed,High School,Education,1,1
CUST0647,1421597,4,656,3,1562185,36,48778,Salaried,Bachelor,Education,1,1
CUST0648,2470870,0,885,4,2814630,60,134414,Government,Master,Home,0,1
CUST0649,774305,3,649,4,231601,24,25513,Salaried,Bachelor,Business,1,0
CUST0650,243037,15,636,3,4312986,120,11674,Business,Master,Education,1,0
CUST0651,1462789,1,714,1,3418737,36,52004,Self-Employed,Bachelor,Home,1,1
CUST0652,384366,9,663,0,2594544,60,24913,Salaried,Bachelor,Education,1,1
CUST0653,682420,13,619,2,1345129,36,17874,Government,Bachelor,Home,1,1
CUST0654,2431401,9,602,4,3549585,12,81019,Government,Master,Education,1,1
CUST0655,1514742,9,796,2,1464780,12,53161,Salaried,High School,Home,0,1
CUST0656,1859161,11,586,0,4904078,120,78554,Salaried,Bachelor,Business,0,1
CUST0657,1218199,9,697,4,2078217,12,42267,Business,Bachelor,Vehicle,0,1
CUST0658,840902,16,764,2,709297,84,38238,Salaried,Bachelor,Business,1,1
CUST0659,1718112,2,768,0,2614878,24,105410,Salaried,PhD,Vehicle,1,1
CUST0660,1289004,9,631,2,1212936,12,70468,Self-Employed,High School,Business,0,0
CUST0661,1906676,0,663,1,639306,24,93741,Government,Bachelor,Business,1,1
CUST0662,1550073,0,647,0,1495819,12,44500,Government,Bachelor,Vehicle,1,1
CUST0663,1865996,7,557,2,3960920,84,100607,Business,Master,Education,1,1
CUST0664,1416180,10,723,1,2283969,36,45224,Self-Employed,Bachelor,Vehicle,1,1
CUST0665,882436,16,683,1,242803,60,50974,Salaried,Master,Education,1,1
CUST0666,1532144,20,795,0,1709848,60,54267,Self-Employed,Master,Education,0,1
CUST0667,1731330,14,614,3,2962035,12,73368,Government,Bachelor,Vehicle,0,0
CUST0668,1151248,11,767,4,2503039,60,45592,Salaried,Bachelor,Home,1,1
CUST0669,643547,8,772,0,3346581,12,39117,Salaried,Bachelor,Education,0,1
